id,Org_1,Org_2,Org_4,Org_8,Org_12,Org_13,Org_14,Org_15,Org_16,Org_19,Org_20,Org_22,Org_23,Org_24,Org_29,Org_32,Org_34,Org_37,Org_38,Org_39,Org_40,Org_44,Org_45,Org_48,Org_50,Org_51,Org_52,Org_55,Org_56,Org_58,Org_59,Org_60
3767,2,1,2,3,2,2,1,3,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,1,2,1,3,3,2,2,2,1
3768,1,2,1,2,2,2,3,3,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,3,3,1,2,1,3,3,3
3770,2,2,2,2,1,1,2,2,3,2,2,2,2,2,3,1,3,1,1,2,2,2,3,2,2,2,3,2,3,3,3,2
3771,2,1,1,3,2,2,2,3,1,2,1,2,1,3,2,2,1,2,1,2,3,2,3,1,2,1,2,2,2,2,1,1
3772,2,2,2,3,2,1,3,2,3,2,2,2,1,2,3,2,2,2,1,2,2,2,3,1,2,1,1,3,3,2,3,2
3773,3,1,1,3,2,2,2,2,3,3,1,2,1,2,1,2,1,2,1,2,2,2,3,2,1,1,2,2,3,2,2,2
3774,2,1,1,2,2,2,1,3,2,2,1,2,3,2,2,3,2,2,1,2,1,2,3,3,1,1,2,3,2,3,1,1
3775,2,2,2,2,1,2,3,2,2,2,2,1,1,2,2,3,2,1,2,2,2,3,2,1,2,1,3,3,2,2,2,3
3776,1,1,1,2,2,2,2,3,2,1,2,1,2,2,2,1,3,1,1,1,2,2,3,2,2,2,3,3,3,3,2,1
3777,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,3,2,2,1,2,1,1,2,1,2,2,1,3,3,2
3778,2,2,2,2,2,2,1,3,1,2,1,2,2,2,2,2,2,1,2,2,2,3,3,2,1,2,3,3,2,3,2,1
3779,2,1,1,2,2,2,2,3,1,3,1,2,1,2,2,2,2,1,1,2,2,1,3,1,1,1,2,3,2,2,1,2
3781,2,2,1,2,1,3,1,2,3,2,1,2,3,2,2,2,1,1,1,2,2,2,3,3,2,1,2,2,3,3,2,2
3782,2,2,1,3,2,2,1,2,2,2,1,1,2,3,2,2,2,2,2,1,2,2,3,2,1,1,3,3,2,3,1,1
3783,3,1,1,3,2,1,2,1,3,2,1,2,1,2,2,2,2,3,1,2,2,3,3,2,1,2,2,2,3,2,2,1
3785,2,2,1,3,2,1,3,1,3,2,1,2,2,2,3,1,2,2,1,2,1,2,3,2,2,2,2,2,3,2,3,1
3786,2,1,2,3,2,2,2,2,3,3,2,2,2,2,1,2,2,1,1,2,3,1,3,2,1,1,2,2,3,3,1,1
3787,2,2,1,3,2,2,2,2,2,2,1,2,1,2,3,2,2,1,1,1,1,2,3,1,1,2,2,2,2,3,3,3
3788,2,1,1,3,2,2,2,2,3,2,1,1,1,2,3,2,2,2,1,2,2,3,3,1,1,1,1,2,3,3,2,1
3791,2,1,2,3,2,2,2,3,3,2,1,2,1,2,1,2,2,2,1,2,1,1,3,1,2,3,2,3,2,3,3,1
3792,2,1,1,3,2,3,2,3,2,2,1,1,2,3,2,1,3,2,1,2,1,1,2,3,2,2,3,3,2,3,3,1
3793,1,1,2,2,2,3,2,1,3,3,1,2,1,2,2,2,2,1,1,2,2,3,1,2,2,3,2,2,3,3,2,1
3794,2,2,1,2,2,2,1,3,2,2,1,2,1,3,2,2,1,1,3,2,3,1,3,1,2,2,2,2,2,2,3,2
3795,2,1,2,2,1,3,2,2,2,2,1,1,2,3,2,2,2,2,1,2,2,3,3,2,1,1,2,3,3,3,1,2
3796,2,1,1,3,2,2,1,2,2,2,1,1,1,3,2,2,2,2,1,2,3,3,3,3,1,1,2,2,2,3,2,1
3797,2,1,2,2,2,3,2,2,2,3,1,1,3,3,2,2,2,2,1,2,1,2,3,2,1,1,2,2,2,2,2,1
3798,3,1,2,3,2,2,2,2,3,2,2,2,1,2,1,2,1,2,1,2,3,2,3,2,2,1,2,1,3,2,1,1
3800,2,1,1,2,3,2,1,2,2,2,1,2,2,3,2,2,1,2,1,2,3,1,2,3,1,2,3,2,3,2,1,1
3802,2,1,2,2,2,2,1,2,2,3,1,2,2,2,2,2,1,2,1,2,3,1,2,2,1,1,3,3,2,3,1,1
3805,2,1,3,1,2,2,2,2,3,2,2,1,2,3,3,2,3,2,1,1,3,3,3,2,1,1,2,2,2,2,2,1
3806,1,1,1,2,3,1,2,2,2,3,1,1,2,2,2,2,2,1,1,2,3,2,3,2,2,1,2,3,2,2,2,1
3807,2,1,2,2,2,1,2,3,2,3,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,3,3,2,2,2,1
3808,2,1,2,3,2,2,2,2,3,2,2,1,1,2,2,2,2,2,1,1,2,1,3,1,3,3,2,1,2,2,3,1
3809,2,1,1,2,2,3,1,3,1,2,1,2,2,2,2,2,1,1,3,2,2,1,2,1,2,1,2,3,2,2,2,1
3811,2,2,1,2,1,1,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,3,1,3,2,3,2,2,2,3,1
3812,1,1,2,1,2,3,2,1,3,1,2,1,2,3,2,2,1,2,1,1,2,3,3,2,2,2,1,1,2,1,3,1
3813,2,3,1,2,2,3,2,3,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,3,3,2,3,1,3
3815,2,1,1,2,2,3,2,2,1,1,1,2,2,3,2,2,3,2,1,2,2,3,1,3,2,1,2,2,2,3,1,1
3816,2,1,2,3,1,2,2,3,2,3,1,1,2,2,2,2,2,1,1,2,2,3,2,2,1,2,2,3,3,2,1,2
3817,2,3,2,3,3,1,2,2,2,2,1,2,2,3,2,1,2,2,1,2,3,1,3,2,1,2,2,2,2,2,1,1
3818,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,3,3,2,3,3,3,3,3,2,3,2
3819,2,2,1,3,2,3,1,2,2,1,1,2,2,3,2,2,2,2,1,2,3,1,3,3,1,1,3,3,3,2,1,2
3820,2,2,2,2,1,2,2,2,2,1,1,2,1,2,3,2,3,2,2,2,1,2,3,2,3,2,2,2,2,3,3,1
3821,2,1,2,1,1,2,3,2,2,2,1,2,2,2,3,3,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2
3822,1,1,2,3,1,1,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2,2,1,2,3,2,3,3,2,1
3823,2,2,1,2,2,2,2,2,3,1,1,1,1,3,2,2,3,2,1,2,2,2,3,3,1,1,2,2,3,3,2,2
3824,1,1,2,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,2,3,2,1,1,2,3,2,2,3,2
3826,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,2,2,2,3,2,3,2,2
3827,2,2,2,2,1,2,2,2,2,2,1,3,2,3,3,1,3,2,2,2,1,2,3,2,1,1,3,2,3,3,2,1
3828,3,2,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,3,3,3,1,1,2,3,2,3,2,1
3829,1,1,1,2,3,2,1,2,2,2,2,2,2,1,1,2,2,3,2,1,3,1,3,2,1,1,3,3,2,3,1,1
3834,3,1,2,2,2,2,2,2,3,2,1,1,2,3,3,2,2,2,1,2,2,2,3,2,1,2,3,2,3,3,1,1
3835,2,2,1,2,1,3,2,2,1,2,2,2,1,1,2,3,2,1,2,1,3,2,3,3,3,3,2,3,2,3,2,2
3836,1,1,1,2,2,3,2,2,2,2,1,2,1,1,2,3,2,2,1,1,3,2,3,1,2,1,2,3,3,3,2,1
3837,3,3,2,2,1,3,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,3,2,3,3,2,3,2,2,3,2
3838,3,3,1,2,1,2,1,3,1,3,1,2,2,2,2,2,1,1,3,1,2,2,3,2,2,2,2,3,3,3,2,1
3839,1,1,2,2,3,2,2,2,3,2,1,1,2,2,1,2,2,2,1,1,3,2,3,2,2,2,2,3,3,1,3,1
3844,1,1,1,2,3,2,2,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,3,3,1,1,2,3,2,3,1,1
3846,2,1,1,2,2,2,2,3,1,2,1,2,1,2,2,2,3,2,1,1,3,2,3,3,2,1,3,3,2,3,1,2
3847,3,1,2,2,2,2,2,2,1,2,1,1,3,1,3,2,1,2,1,1,2,1,3,3,2,2,2,3,3,3,2,2
3848,2,2,2,1,1,2,2,3,2,1,3,1,1,2,2,3,2,2,1,3,1,2,3,2,1,2,2,2,3,2,3,3
3851,2,1,2,3,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,3,2,3,2,3,2,3,2,2,1
3852,2,2,1,2,1,2,1,2,3,1,1,3,2,3,2,1,1,2,2,2,2,2,3,2,2,2,1,3,2,3,2,2
3853,2,2,2,1,2,2,2,3,3,2,2,2,2,1,2,1,1,3,1,1,3,1,3,2,2,2,2,3,3,3,3,1
3854,2,3,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,3
3855,2,1,2,2,2,2,2,2,3,1,2,1,3,1,1,2,2,3,2,1,2,1,3,3,1,1,3,1,3,3,1,1
3857,2,1,2,3,2,3,2,2,2,1,2,2,1,2,2,3,2,2,1,1,2,3,3,2,1,2,3,3,2,1,3,1
3860,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,3,2,3,2,2,2,2,3,2,2,3,2
3862,2,1,2,2,2,2,2,2,2,2,1,2,1,3,3,1,2,2,2,2,2,3,3,2,1,1,2,3,3,3,2,1
3863,3,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,2,2,1,2,2,2,3,2,2,2,2,3,2,1,1,1
3864,3,1,1,2,3,2,2,2,2,2,1,2,2,2,3,2,1,2,3,1,2,2,2,2,1,1,2,3,3,3,1,3
3866,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,1,1,2,2,3,2,2,3,2,3,2,3,3,1
3867,3,1,2,2,1,2,2,3,1,2,2,1,2,1,2,2,2,1,1,1,1,2,3,2,2,2,2,3,2,3,3,2
3868,1,1,2,3,2,1,2,1,3,2,2,2,1,3,3,2,2,1,2,2,2,2,2,1,1,1,2,3,3,3,1,1
3869,2,1,2,1,2,2,3,2,3,3,1,2,3,3,2,1,3,3,1,1,2,2,3,3,2,2,2,2,3,2,3,1
3871,2,2,2,2,2,1,2,1,3,3,1,1,1,2,2,1,2,1,2,1,2,2,3,2,2,2,2,3,3,2,3,1
3872,2,1,1,2,2,1,1,3,2,2,2,2,2,2,2,1,2,3,2,2,2,2,3,2,1,2,3,3,3,3,3,1
3873,2,1,1,1,2,2,1,1,3,2,1,1,2,3,2,3,2,2,1,2,2,2,2,2,1,1,1,3,3,2,3,1
3874,2,1,2,2,2,2,2,1,3,2,2,1,2,3,2,3,3,3,1,1,2,3,2,2,2,1,3,2,3,1,1,1
3875,2,1,2,2,3,2,1,2,3,2,2,2,2,2,3,1,1,2,2,1,2,2,2,2,1,3,3,3,3,3,3,1
3876,2,1,2,2,2,1,1,1,3,2,2,2,2,3,3,1,1,1,2,2,2,2,2,2,2,1,2,3,3,3,3,1
3877,2,2,2,1,2,1,2,2,3,2,2,1,1,2,2,2,2,2,1,2,2,3,3,1,2,2,2,3,3,2,3,1
3878,2,2,3,1,1,2,2,3,2,2,2,1,1,1,3,2,3,1,2,1,2,3,3,2,2,2,3,3,2,3,3,2
3880,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,1,1,1,3,1,1,1,3,2,2,2,3,3,3,3,3,2
3881,1,1,1,2,2,2,1,2,3,3,1,1,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1
3882,1,1,2,3,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,3,3,2,1,1,3,2,2,3,2,1
3884,3,1,2,1,2,3,3,2,1,2,2,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,3,2,3,3,2,2
3885,2,2,1,2,1,3,2,2,2,2,1,1,2,2,2,3,3,1,1,2,3,3,3,2,2,2,2,2,2,2,3,1
3886,1,2,1,2,2,2,2,2,3,2,2,3,2,1,2,2,2,3,1,2,2,3,2,1,2,1,2,2,2,2,1,2
3887,1,2,1,2,1,3,2,1,3,2,2,2,2,2,2,2,3,2,1,1,1,2,3,2,2,2,2,3,2,3,2,1
3888,1,2,1,2,2,1,1,2,3,2,2,2,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
3889,1,1,1,2,2,3,2,2,3,2,2,1,1,2,2,2,3,2,2,2,3,2,3,2,1,1,2,2,3,3,3,2
3890,2,2,2,1,1,2,2,2,2,2,1,1,2,2,3,1,2,1,2,2,2,2,3,2,1,1,3,3,2,2,2,1
3891,1,1,1,1,2,3,2,2,2,3,2,2,2,2,1,2,3,1,1,2,2,2,3,2,2,1,2,2,2,3,1,2
3893,2,2,2,2,2,1,2,2,3,3,1,1,2,3,2,1,2,2,2,2,2,1,3,1,1,2,3,2,3,1,1,2
3894,1,2,2,1,1,2,2,2,3,2,1,2,1,3,2,2,3,1,1,1,1,2,3,2,2,2,2,1,3,2,3,2
3896,2,2,1,3,2,2,2,2,3,3,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,1
3897,3,1,2,2,2,3,2,2,3,2,1,2,1,2,2,2,3,2,1,1,2,2,3,2,3,2,2,2,3,3,3,1
3898,1,1,1,3,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,1,1,2,2,2,3,1,2
3899,3,1,2,2,1,2,2,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,3,1,2,2,2,3,3,3,2,1
3900,2,2,1,3,2,2,1,2,2,3,1,3,2,2,2,2,2,2,3,1,2,2,3,1,1,3,3,3,3,3,2,2
3901,2,2,2,2,2,1,1,3,2,2,2,2,2,2,3,3,3,2,3,2,2,1,2,2,2,1,2,3,1,3,3,2
3902,2,2,1,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,1,1,3,3,2,3,1,2
3903,2,2,1,2,2,3,1,3,2,2,2,1,1,2,2,2,1,1,2,3,2,1,3,2,2,1,3,3,2,3,3,3
3905,2,3,1,2,2,2,2,2,3,3,1,2,2,2,2,2,2,1,1,1,3,2,3,2,1,1,3,2,3,2,1,2
3906,2,2,1,1,2,3,2,3,2,2,1,2,2,3,3,2,2,2,1,2,3,3,3,2,1,1,2,2,3,2,2,1
3907,3,2,1,2,1,2,1,3,1,2,1,1,2,2,2,2,2,1,1,2,2,2,3,2,2,2,3,2,1,2,2,2
3910,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,1,2,2,3,3,1,1,1,3,2,3,3,1,1
3911,1,1,1,2,2,2,2,2,3,2,2,1,1,2,2,2,3,2,1,2,2,2,3,2,3,2,3,2,3,3,3,1
3913,3,2,1,2,2,2,1,3,3,2,1,2,2,2,2,2,1,2,1,2,3,2,3,1,2,2,2,2,3,3,2,1
3914,1,2,1,2,2,3,2,3,1,2,1,2,2,2,2,3,2,2,1,3,2,2,3,2,1,1,2,3,2,2,1,2
3916,2,1,1,2,1,2,2,1,3,3,1,1,2,3,2,2,3,2,2,1,2,3,3,2,2,2,3,3,3,2,2,1
3917,2,2,1,3,1,2,1,2,3,3,1,1,1,2,2,2,2,2,3,1,2,2,3,2,2,2,3,3,3,2,3,2
3918,3,2,1,2,3,3,2,3,2,3,1,2,1,2,2,2,1,1,3,1,2,2,3,2,1,1,2,3,2,3,3,3
3919,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,3,3,3,3,2,2,3,2
3921,2,2,1,3,2,2,2,2,3,2,1,1,1,2,2,1,2,2,1,2,2,1,3,3,1,1,3,3,3,3,1,1
3923,1,2,1,2,2,2,2,2,3,2,1,2,1,2,2,2,2,1,1,2,1,1,3,2,1,2,3,3,3,3,3,1
3924,2,2,2,3,2,2,1,2,3,1,1,2,2,2,2,2,2,3,1,2,2,1,3,2,1,1,2,3,3,1,1,1
3925,1,2,1,2,2,3,3,1,3,2,2,1,1,2,2,2,2,2,1,1,1,1,3,1,2,2,2,2,3,3,3,1
3926,2,2,1,3,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,3,2,2,2,3,3,2,3,2,2
3929,2,2,1,3,3,2,2,2,2,2,1,2,2,3,2,2,2,3,1,2,2,2,3,2,1,1,3,2,3,2,1,1
3931,1,2,1,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,1,1,1,1,2,3,1,2,3,3,3,3,3,1
3932,2,2,2,2,1,1,2,2,2,3,2,2,2,1,2,2,1,1,2,1,2,1,2,2,3,3,3,3,3,3,3,2
3934,3,2,2,2,2,2,1,2,1,3,1,2,2,3,2,1,2,2,2,3,2,2,2,2,2,2,1,3,2,2,3,1
3935,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,3,2,3,3,3,3,3,1
3936,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2,1,1,2,3,3,3,3,1
3937,1,2,2,2,2,3,2,3,2,2,2,3,1,1,2,3,3,1,3,1,1,3,2,2,2,3,2,2,2,2,2,2
3939,2,2,1,2,1,2,3,3,2,2,2,2,1,2,2,2,2,3,2,1,1,3,1,2,2,3,2,3,2,2,3,2
3940,2,1,2,2,2,3,1,1,2,1,2,2,1,2,2,2,2,3,1,1,1,2,3,2,3,3,2,2,3,2,3,1
3941,3,1,2,2,2,1,2,2,2,3,2,1,2,2,1,1,2,2,1,2,2,1,3,3,2,2,3,3,2,3,2,2
3943,1,1,2,2,2,3,3,2,3,1,2,2,2,2,2,2,3,1,1,1,1,2,3,2,1,1,2,3,3,3,1,1
3944,2,2,1,2,1,2,1,2,3,3,2,2,2,3,2,1,2,2,1,2,2,2,3,2,1,1,3,2,3,3,2,2
3945,2,1,2,2,1,2,3,1,3,3,3,2,2,1,3,1,2,2,1,3,1,3,2,2,1,1,2,1,3,2,1,2
3946,2,2,1,3,2,1,2,2,3,2,1,2,2,2,2,2,1,1,1,2,2,2,3,2,1,1,2,3,3,3,1,1
3947,1,2,2,3,2,2,2,2,3,3,1,2,2,1,2,1,2,1,2,1,2,2,3,2,2,2,3,2,3,3,2,2
3948,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,3,3,1,1,1,2,2,3,3,3
3950,2,2,2,3,2,2,3,3,3,2,2,2,2,2,2,1,2,2,1,2,3,3,3,2,2,1,3,2,2,3,3,1
3951,1,1,1,2,2,1,1,2,3,2,2,1,3,3,3,2,3,3,1,2,2,2,3,2,1,2,2,2,3,3,2,1
3952,2,2,2,2,1,2,2,2,3,3,1,2,2,1,2,1,3,2,1,1,1,2,3,2,2,2,2,3,3,3,2,1
3953,2,1,1,2,1,2,2,1,3,2,2,2,1,3,3,1,2,1,1,3,2,2,3,2,1,1,2,2,3,1,1,3
3954,3,2,3,3,2,3,2,3,1,3,1,2,1,2,1,2,2,1,2,2,2,2,3,2,1,2,2,3,2,3,2,2
3958,1,2,2,3,2,2,2,2,3,3,1,3,2,2,2,1,2,1,1,2,3,2,3,3,1,2,2,2,3,3,2,1
3959,2,2,2,1,3,2,2,2,1,3,1,2,2,2,1,1,2,2,2,1,2,2,3,2,3,3,2,3,1,2,2,2
3960,2,2,2,2,2,2,2,2,3,3,1,2,1,1,2,2,2,1,1,1,2,2,3,2,2,3,2,2,2,3,3,1
3961,1,1,2,2,1,2,2,2,3,2,1,2,1,2,3,2,1,1,1,2,2,2,3,2,3,3,1,3,2,2,3,2
3962,2,2,1,2,2,2,2,2,3,2,3,1,2,2,3,2,2,2,2,2,1,3,2,1,2,3,2,2,1,2,2,3
3963,1,2,1,2,2,2,2,2,3,1,1,2,2,2,2,1,1,1,1,2,2,2,3,2,2,2,3,3,3,2,3,1
3964,2,2,1,1,1,3,3,2,3,1,2,1,2,2,2,2,2,2,1,3,3,1,3,2,1,1,2,2,3,2,2,2
3965,2,2,1,2,2,3,1,2,2,2,2,3,2,2,2,1,2,2,1,2,2,3,3,2,1,1,2,2,3,2,1,1
3966,2,2,1,2,1,2,1,2,3,3,1,2,1,2,2,1,2,1,1,2,2,2,3,3,1,2,3,2,3,3,2,1
3967,2,2,1,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,2,3,2,3,2,3,2,3,2,1,3
3968,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2,3,2,2,3,2,1,1,2,2,2,3,1,2
3969,2,1,2,3,2,2,1,3,3,2,1,1,3,2,2,1,2,1,1,2,2,2,2,3,1,2,2,2,3,3,2,1
3971,1,2,2,3,2,2,1,2,3,2,1,2,1,2,2,2,2,1,2,1,2,2,3,2,3,3,2,3,2,2,3,1
3972,2,2,2,2,2,2,2,2,3,1,1,2,2,3,3,1,3,3,1,2,2,2,3,2,1,1,2,1,3,3,1,1
3973,2,1,1,1,1,2,2,2,3,1,1,2,1,2,2,3,2,2,2,2,2,1,3,2,1,2,2,3,2,2,3,2
3974,1,2,2,2,1,2,1,2,3,2,1,2,2,2,2,2,1,1,2,1,2,2,3,2,2,2,3,3,3,3,3,2
3975,3,3,1,2,1,2,1,2,2,3,1,2,2,2,1,2,2,1,2,2,2,1,3,1,2,2,2,3,2,3,3,2
3976,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,3,1
3977,2,2,2,2,2,2,2,1,2,3,1,2,2,3,2,1,2,1,1,1,2,1,2,2,2,3,1,3,3,3,3,1
3979,1,1,1,3,1,2,2,2,2,2,2,2,1,3,2,1,3,3,2,1,2,2,3,1,2,2,2,3,2,2,2,1
3980,2,2,1,2,2,2,2,2,3,3,1,1,3,3,2,1,2,3,2,1,2,2,2,2,1,1,2,2,2,3,1,1
3981,1,3,3,3,2,3,2,2,2,2,1,2,1,1,2,3,2,1,2,2,2,2,2,2,3,2,2,3,2,2,1,1
3982,1,2,1,3,2,2,2,2,2,2,1,1,1,3,2,2,2,2,1,1,1,2,3,2,1,2,2,3,3,3,2,1
3983,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,3,2,1,1,3,2,3,3,1,1
3985,1,1,2,2,3,2,1,2,3,2,2,2,1,2,2,2,2,1,1,2,2,2,3,1,2,1,1,2,3,3,3,1
3986,2,1,1,3,2,2,2,2,2,3,2,2,1,3,2,1,2,1,2,2,3,2,3,2,1,1,2,3,3,3,2,1
3987,1,2,3,3,2,1,3,2,2,2,1,2,1,2,1,2,2,2,2,3,2,2,1,1,3,1,2,3,2,3,2,1
3988,2,1,2,2,1,2,3,2,2,2,3,2,3,2,2,2,2,3,1,1,2,2,2,3,3,3,2,2,3,2,2,1
3989,2,2,2,2,1,3,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,2,3,2,2,3,3,2,3,3,2,1
3990,2,1,1,3,2,3,2,2,2,2,2,3,1,2,2,2,1,1,1,2,2,2,3,2,3,2,1,2,3,3,2,2
3993,1,1,2,3,2,3,2,3,3,2,2,3,2,3,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1
3994,2,2,2,2,2,2,2,2,3,2,2,1,2,2,3,1,2,1,1,2,2,2,3,3,2,2,3,2,3,3,2,1
3997,3,1,2,3,2,3,2,2,2,2,1,2,2,1,3,1,1,2,1,1,2,3,3,2,2,1,2,2,2,3,2,1
3998,2,2,2,3,3,2,2,3,3,2,2,1,2,2,2,1,2,1,1,1,2,2,3,2,2,2,2,2,3,3,3,1
3999,3,2,2,3,3,2,2,2,3,3,2,1,1,2,1,2,2,1,1,2,2,2,3,2,2,1,2,2,3,2,2,2
4002,1,1,1,3,2,2,2,2,3,2,2,1,2,2,2,3,2,3,1,2,2,2,3,2,2,1,3,2,3,2,2,1
4003,2,1,2,3,2,2,3,1,3,2,2,1,1,1,2,3,2,3,2,2,1,2,3,1,2,3,2,1,3,2,2,1
4004,3,2,2,2,1,2,1,3,2,2,2,2,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,3,3,3,2,2
4005,3,2,1,3,2,2,2,3,3,2,1,2,1,2,2,2,1,2,2,2,2,2,3,1,2,2,3,2,3,3,2,2
4006,3,1,2,2,1,2,2,2,3,2,2,1,1,2,2,2,1,1,2,3,1,2,3,2,3,2,3,3,3,3,3,1
4008,1,1,2,2,2,3,2,3,3,2,2,1,1,3,3,3,3,1,1,1,2,2,3,2,2,2,2,1,3,2,2,2
4009,2,1,2,2,2,2,3,2,3,2,2,2,1,2,2,3,1,1,1,2,2,2,3,2,1,1,3,2,3,3,1,2
4011,2,2,2,3,2,2,2,2,3,2,1,1,2,1,2,2,2,2,1,2,2,2,3,2,2,1,2,2,2,3,1,1
4012,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,3,2,2,1,2,3,2,3,2,1
4013,2,2,2,3,1,2,2,2,2,1,2,1,1,3,2,1,2,2,1,2,2,2,3,2,1,1,3,2,3,3,2,1
4014,2,1,2,2,3,1,1,3,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,3,1,1,3,3,3,3,1,1
4015,1,1,1,3,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,3,3,2,3,2,2,2,2,3,2,3,3,2
4016,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,1,2,2,1,3,3,2,3,2,1,1,1,3,2,3,2,1
4017,1,3,2,3,1,2,1,2,2,3,2,2,1,1,2,1,2,2,2,2,1,1,3,1,2,3,2,3,3,2,3,2
4018,2,2,2,2,2,1,3,2,2,2,2,2,2,1,2,2,1,2,2,2,3,2,2,2,3,3,1,2,2,2,1,2
4019,2,1,2,3,2,1,2,2,3,3,2,2,2,2,2,1,2,3,1,2,2,2,3,1,2,1,3,3,3,3,1,1
4020,2,2,2,2,2,3,1,2,3,2,2,2,2,2,2,1,2,2,1,3,3,1,2,3,1,1,3,2,3,3,1,1
4021,1,2,3,2,1,2,2,2,2,2,2,2,2,1,3,2,3,3,2,1,3,2,1,3,2,2,2,2,2,2,3,2
4022,2,2,2,3,2,1,3,2,2,3,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,3,3,3,3,3,3,1
4023,2,1,1,2,2,1,3,3,2,2,2,2,2,2,2,1,2,2,1,2,3,2,3,1,2,2,3,3,3,3,3,1
4025,1,1,1,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,3,1,1,3,2,3,3,1,1
4027,2,2,1,2,1,2,1,3,2,2,1,2,2,3,2,2,1,2,1,3,2,2,3,2,1,2,2,3,2,3,2,1
4028,3,2,2,3,2,2,3,2,3,1,2,2,1,1,2,2,2,2,1,2,3,2,3,1,1,1,2,3,3,2,1,1
4029,2,2,1,3,1,2,3,2,2,3,2,2,1,2,2,1,2,1,1,1,2,2,3,2,3,2,3,3,3,3,3,1
4031,2,1,1,3,2,2,1,2,2,2,2,1,1,3,2,2,1,1,2,1,2,2,3,2,2,2,2,3,3,3,3,2
4032,2,1,2,3,2,2,2,2,3,2,1,2,2,3,2,2,2,2,1,1,1,2,3,2,1,2,2,2,3,3,1,2
4033,2,1,2,2,1,1,1,2,3,2,1,2,2,2,2,1,1,2,1,2,2,2,3,2,1,1,3,2,3,2,2,1
4036,3,2,3,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,2,2,2,1,2,2,2,2,1
4037,1,1,2,3,2,2,1,2,2,2,2,1,3,2,1,1,2,2,2,2,1,1,2,3,3,3,1,2,3,3,3,1
4038,2,2,1,2,2,1,2,2,3,2,2,2,1,3,2,1,2,2,1,1,1,3,3,2,1,1,2,2,3,2,2,1
